trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	enc	enc00	nan	5	1	2609	0	10.011	13.02	4.5
2	enc	enc000	nan	9	nan	0	1	17.517	20.526	4.5
3	ctl	ctl0	nan	9	1	1770	0	25.023	28.032	0.5
4	enc	enc01	old60	8	nan	0	1	28.533	31.542	0.5
5	ctl	ctl01	nan	6	1	1154	0	32.044	35.053	4.5
6	enc	enc02	old03	5	1	2059	0	39.549	42.558	2
7	enc	enc03	old53	5	1	1778	0	44.548	47.557	3.5
8	ctl	ctl02	nan	5	1	947	0	51.05	54.059	1.5
9	ctl	ctl03	nan	6	1	1549	0	55.547	58.556	2.5
10	enc	enc04	old66	6	nan	0	1	61.047	64.056	1
11	enc	enc05	old77	5	1	1487	0	65.059	68.068	3
12	ctl	ctl04	nan	6	nan	0	1	71.06	74.069	4
13	enc	enc06	old41	9	1	1882	0	78.064	81.073	0.5
14	ctl	ctl05	nan	9	1	1206	0	81.575	84.584	2.5
15	enc	enc07	old55	6	1	1679	0	87.075	90.084	2.5
16	ctl	ctl06	nan	9	1	1251	0	92.574	95.583	3.5
17	ctl	ctl07	nan	5	1	1575	0	99.077	102.086	1
18	enc	enc08	old07	8	1	1672	0	103.072	106.081	2
19	enc	enc09	old70	9	1	2381	0	108.071	111.08	0.5
20	enc	enc10	old12	5	1	2926	0	111.581	114.59	4.5
21	enc	enc11	old34	9	1	2160	0	119.087	122.096	7
22	enc	enc12	old39	5	1	1566	0	129.084	132.093	0.5
23	enc	enc13	old42	8	1	1425	0	132.594	135.603	2
24	enc	enc14	old46	8	1	2306	0	137.592	140.601	1
25	enc	enc15	old50	9	1	1612	0	141.588	144.597	1
26	enc	enc16	old44	8	1	1568	0	145.6	148.609	3.5
27	enc	enc17	old01	5	1	2172	0	152.102	155.111	1
28	ctl	ctl08	nan	8	1	910	0	156.098	159.107	2
29	enc	enc18	old27	8	1	1986	0	161.096	164.105	0.5
30	enc	enc19	old25	8	1	2348	0	164.606	167.615	3.5
31	enc	enc20	old15	5	1	2582	0	171.109	174.118	7
32	ctl	ctl09	nan	8	1	1383	0	181.106	184.115	2.5
33	enc	enc21	old48	9	1	1441	0	186.605	189.614	5
34	enc	enc22	old18	9	1	2342	0	194.613	197.622	1
35	enc	enc23	old05	6	1	1902	0	198.625	201.634	10
36	enc	enc24	old19	8	1	2706	0	211.63	214.639	1.5
37	enc	enc25	old72	8	1	1764	0	216.127	219.136	0.5
38	enc	enc26	old16	9	1	1947	0	219.637	222.646	2.5
39	enc	enc27	old78	5	1	1997	0	225.137	228.146	3.5
40	enc	enc28	old36	6	1	2057	0	231.64	234.649	1
41	ctl	ctl10	nan	9	1	754	0	235.652	238.661	0.5
42	ctl	ctl11	nan	6	1	774	0	239.162	242.171	1.5
43	ctl	ctl12	nan	6	1	1176	0	243.659	246.668	7
44	ctl	ctl13	nan	5	1	639	0	253.656	256.665	7
45	enc	enc29	old75	9	1	2297	0	263.652	266.661	2
46	enc	enc30	old76	8	1	1605	0	268.651	271.66	6.5
47	ctl	ctl14	nan	9	nan	0	1	278.162	281.171	3.5
48	enc	enc31	old30	6	1	1735	0	284.665	287.674	2.5
49	enc	enc32	old04	6	1	1560	0	290.165	293.174	4
50	enc	enc33	old08	9	1	1964	0	297.169	300.178	3.5
51	enc	enc34	old61	8	1	1735	0	303.672	306.681	1
52	ctl	ctl15	nan	8	nan	0	1	307.684	310.693	6.5
53	enc	enc35	old09	9	1	1732	0	317.196	320.205	7.5
54	ctl	ctl16	nan	9	1	876	0	327.694	330.703	2.5
55	ctl	ctl17	nan	8	1	1210	0	333.193	336.202	1.5
56	enc	enc36	old64	8	1	2334	0	337.69	340.699	1
57	enc	enc37	old20	9	1	1989	0	341.685	344.694	3
58	enc	enc38	old43	6	1	2698	0	347.687	350.696	2.5
59	ctl	ctl18	nan	5	1	1016	0	353.187	356.195	1
60	enc	enc39	old14	5	1	1548	0	357.198	360.207	9
61	enc	enc40	old23	6	1	2817	0	369.201	372.21	1.5
62	enc	enc41	old67	6	1	2294	0	373.698	376.707	8.5
63	enc	enc42	old28	8	1	2820	0	385.199	388.208	8
64	enc	enc43	old37	9	1	1855	0	396.198	399.207	1.5
65	ctl	ctl19	nan	5	1	800	0	400.695	403.704	5
66	enc	enc44	old40	5	1	2815	0	408.702	411.711	1
67	ctl	ctl20	nan	8	1	1088	0	412.698	415.707	3
68	ctl	ctl21	nan	9	1	795	0	418.699	421.708	5
69	enc	enc45	old59	6	1	1962	0	426.706	429.715	0.5
70	ctl	ctl22	nan	8	1	763	0	430.217	433.226	1.5
71	enc	enc46	old56	9	1	2196	0	434.713	437.722	0.5
72	enc	enc47	old45	6	1	1420	0	438.224	441.233	2
73	enc	enc48	old33	9	1	2149	0	443.222	446.231	1.5
74	enc	enc49	old17	6	1	2263	0	447.719	450.728	1
75	enc	enc50	old02	8	1	1846	0	451.731	454.74	2.5
76	enc	enc51	old57	9	1	1561	0	457.231	460.24	5.5
77	enc	enc52	old73	8	1	1765	0	465.739	468.748	2.5
78	ctl	ctl23	nan	9	1	769	0	471.239	474.248	1.5
79	enc	enc53	old26	9	1	1805	0	475.736	478.745	0.5
80	ctl	ctl24	nan	6	1	988	0	479.247	482.256	3
81	enc	enc54	old68	5	1	2261	0	485.248	488.257	3.5
