trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration
1	ctl	ctl0	nan	9	1	1619	0	5.019	8.028	3
2	enc	enc00	nan	5	1	893	0	11.02	14.029	2
3	enc	enc000	nan	9	1	827	0	16.018	19.027	1
4	ctl	ctl01	nan	6	1	829	0	20.013	23.022	8
5	enc	enc01	old64	8	1	810	0	31.013	34.022	7.5
6	enc	enc02	old07	5	1	722	0	41.511	44.52	0.5
7	enc	enc03	old55	5	1	703	0	45.021	48.03	6
8	enc	enc04	old42	6	1	961	0	54.031	57.04	2
9	enc	enc05	old40	5	1	719	0	59.03	62.038	2
10	enc	enc06	old75	9	1	839	0	64.028	67.037	4
11	ctl	ctl02	nan	5	1	673	0	71.032	74.041	2.5
12	ctl	ctl03	nan	6	1	621	0	76.532	79.541	1.5
13	ctl	ctl04	nan	6	1	641	0	81.028	84.037	5
14	ctl	ctl05	nan	9	1	625	0	89.035	92.044	1
15	enc	enc07	old59	6	1	857	0	93.031	96.04	3
16	enc	enc08	old13	8	1	709	0	99.032	102.041	3
17	ctl	ctl06	nan	9	1	820	0	105.033	108.042	2.5
18	enc	enc09	old46	9	1	771	0	110.533	113.542	6.5
19	enc	enc10	old10	5	1	711	0	120.044	123.053	2.5
20	enc	enc11	old36	9	1	647	0	125.544	128.553	2
21	enc	enc12	old39	5	1	555	0	130.542	133.551	4.5
22	enc	enc13	old66	8	1	725	0	138.048	141.057	4.5
23	enc	enc14	old71	8	1	931	0	145.554	148.563	2.5
24	enc	enc15	old78	9	1	1104	0	151.053	154.062	1
25	enc	enc16	old70	8	1	837	0	155.049	158.058	1.5
26	enc	enc17	old08	5	1	873	0	159.545	162.554	4
27	ctl	ctl07	nan	5	1	1033	0	166.549	169.558	3
28	ctl	ctl08	nan	8	1	749	0	172.551	175.56	1
29	enc	enc18	old32	8	1	1002	0	176.563	179.572	1
30	enc	enc19	old14	8	1	718	0	180.575	183.584	0.5
31	enc	enc20	old21	5	1	666	0	184.085	187.094	3.5
32	enc	enc21	old74	9	1	788	0	190.588	193.597	4.5
33	enc	enc22	old23	9	1	829	0	198.093	201.102	9.5
34	ctl	ctl09	nan	8	1	667	0	210.597	213.606	3.5
35	enc	enc23	old03	6	1	1107	0	217.1	220.109	4
36	ctl	ctl10	nan	9	1	972	0	224.104	227.113	4
37	enc	enc24	old24	8	1	1095	0	231.108	234.117	1
38	enc	enc25	old45	8	1	875	0	235.104	238.112	6
39	enc	enc26	old18	9	1	1031	0	244.114	247.123	6.5
40	enc	enc27	old44	5	1	701	0	253.625	256.634	2
41	enc	enc28	old31	6	1	733	0	258.624	261.632	1.5
42	enc	enc29	old50	9	1	1014	0	263.12	266.129	2.5
43	enc	enc30	old49	8	1	950	0	268.62	271.629	4.5
44	enc	enc31	old27	6	1	666	0	276.126	279.135	0.5
45	enc	enc32	old05	6	1	751	0	279.636	282.645	1
46	ctl	ctl11	nan	6	1	817	0	283.648	286.657	1.5
47	enc	enc33	old02	9	1	677	0	288.145	291.154	2
48	enc	enc34	old61	8	1	716	0	293.143	296.152	4
49	ctl	ctl12	nan	6	1	574	0	300.147	303.156	2
50	enc	enc35	old11	9	1	658	0	305.145	308.154	2.5
51	enc	enc36	old56	8	1	675	0	310.645	313.654	2
52	enc	enc37	old16	9	1	727	0	315.643	318.652	14.5
53	enc	enc38	old72	6	1	673	0	333.145	336.154	4
54	enc	enc39	old22	5	1	594	0	340.149	343.158	1.5
55	ctl	ctl13	nan	5	1	830	0	344.646	347.655	1
56	enc	enc40	old19	6	1	685	0	348.641	351.65	3
57	ctl	ctl14	nan	9	1	618	0	354.643	357.652	5.5
58	ctl	ctl15	nan	8	1	759	0	363.151	366.16	2
59	ctl	ctl16	nan	9	1	707	0	368.149	371.158	2.5
60	enc	enc41	old43	6	1	693	0	373.649	376.658	3
