trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	ctl	ctl0	nan	5	3	956	0	4.546	7.546	0.5
2	enc	enc00	nan	8	3	1374	0	8.046	11.046	0.5
3	enc	enc000	nan	9	3	788	0	11.546	14.545	5.5
4	ctl	ctl01	nan	8	3	844	0	20.045	23.045	0.5
5	enc	enc01	old54	6	3	1034	0	23.545	26.544	1
6	enc	enc02	old10	5	3	1029	0	27.544	30.544	1
7	enc	enc03	old20	6	3	1313	0	31.544	34.544	1.5
8	enc	enc04	old68	9	3	954	0	36.043	39.043	2
9	enc	enc05	old53	8	3	919	0	41.043	44.043	3
10	enc	enc06	old48	9	3	1111	0	47.042	50.042	0.5
11	ctl	ctl02	nan	5	3	978	0	50.542	53.542	4
12	ctl	ctl03	nan	6	3	1221	0	57.541	60.541	2.5
13	enc	enc07	old29	8	3	1007	0	63.041	66.041	1.5
14	ctl	ctl04	nan	8	3	715	0	67.541	70.54	2
15	enc	enc08	old45	6	3	848	0	72.54	75.54	3.5
16	enc	enc09	old21	5	3	1371	0	79.039	82.039	0.5
17	ctl	ctl05	nan	8	3	778	0	82.539	85.539	2.5
18	enc	enc10	old34	6	3	1123	0	88.039	91.038	0.5
19	enc	enc11	old01	6	3	941	0	91.538	94.538	1
20	enc	enc12	old22	8	3	774	0	95.538	98.538	1.5
21	enc	enc13	old69	5	3	982	0	100.037	103.037	2.5
22	enc	enc14	old16	9	3	1020	0	105.537	108.537	3
23	enc	enc15	old30	9	3	898	0	111.536	114.536	1
24	enc	enc16	old27	5	3	1136	0	115.536	118.536	1.5
25	enc	enc17	old15	5	3	978	0	120.036	123.035	1.5
26	ctl	ctl06	nan	5	3	738	0	124.535	127.535	1
27	enc	enc18	old07	5	3	1002	0	128.535	131.535	2.5
28	enc	enc19	old50	8	3	932	0	134.034	137.034	2.5
29	ctl	ctl07	nan	5	3	673	0	139.534	142.533	0.5
30	enc	enc20	old76	6	3	1096	0	143.033	146.033	5.5
31	enc	enc21	old61	5	3	1074	0	151.533	154.532	5.5
32	enc	enc22	old70	6	3	726	0	160.032	163.032	2
33	enc	enc23	old11	5	3	894	0	165.031	168.031	1
34	enc	enc24	old09	8	3	872	0	169.031	172.031	3
35	enc	enc25	old52	5	3	953	0	175.03	178.03	3.5
36	enc	enc26	old65	9	3	889	0	181.53	184.53	0.5
37	ctl	ctl08	nan	6	3	757	0	185.03	188.029	1.5
38	ctl	ctl09	nan	9	3	897	0	189.529	192.529	9.5
39	ctl	ctl10	nan	8	3	442	0	202.028	205.028	2
40	ctl	ctl11	nan	5	3	616	0	207.027	210.027	2
41	enc	enc27	old42	8	3	837	0	212.027	215.027	1
42	ctl	ctl12	nan	9	3	768	0	216.027	219.026	0.5
43	enc	enc28	old23	9	3	1186	0	219.526	222.526	0.5
44	ctl	ctl13	nan	6	3	637	0	223.026	226.026	2
45	enc	enc29	old36	8	3	820	0	228.026	231.025	4.5
46	enc	enc30	old59	6	3	1174	0	235.525	238.525	3.5
47	enc	enc31	old03	9	3	861	0	242.024	245.024	8
48	enc	enc32	old72	6	3	1206	0	253.023	256.023	9
49	enc	enc33	old26	9	3	1366	0	265.022	268.022	0.5
50	enc	enc34	old24	6	3	776	0	268.522	271.521	2.5
51	ctl	ctl14	nan	6	3	747	0	274.021	277.021	8.5
