category	stim	oldnumber	recognition_acc	recognition_resp	recognition_rt	spatial_resp	spatial_rt	spatial_acc( corriger voir output-encodage)
old	kitchen_scrubbing brush.bmp	old36	0	2	4029	nan	0	
new	food_bagel01.bmp	new17	1	2	3331	nan	0	
old	animal_camel_new.bmp	old01	1	1	1484	5	2870	
old	animal_lion_new.bmp	old07	1	1	1466	6	1543	
new	kitchen_fork_old.bmp	new18	1	2	2230	6	1543	
old	kitchen_martini glass.bmp	old32	1	1	1636	5	1970	
old	sporting_snow shoes_old.bmp	old64	1	1	3528	6	1315	
new	kitchen_spatula_old.bmp	new37	1	2	4693	6	1315	
old	animal_zebra_old.bmp	old13	1	1	1544	5	1241	
new	musical_zamponia windflute.bmp	new29	1	2	5044	5	1241	
old	sporting_badminton racquet.bmp	old54	1	1	1585	6	1576	
old	sporting_bicycle_old.bmp	old55	1	1	1696	8	1308	
old	fruit_blackberry_new.bmp	old66	0	2	3440	8	1308	
old	musical_double bass.bmp	old45	1	1	1934	8	3256	
old	kitchen_coffee pot.bmp	old29	1	1	1669	6	1217	
new	vegie_broccoli.bmp	new36	1	2	3183	6	1217	
old	animal_dalmation_old.bmp	old04	1	1	1477	6	2385	
old	sporting_footballhelmet.bmp	old57	0	2	5384	6	2385	
new	food_cookie01.bmp	new11	0	1	5351	5	3697	
old	food_cracker02.bmp	old18	0	2	1965	5	3697	
old	food_bottleofredwine01.bmp	old15	1	1	1611	9	1210	
old	animal_penguin.bmp	old10	1	1	3191	9	25463	
old	vegie_garlic01a.bmp	old74	1	1	4406	5	1206	
old	animal_frog.bmp	old06	1	1	1444	9	657	
new	food_pizza.bmp	new22	1	2	1716	9	657	
old	food_chocolatemilk.bmp	old17	1	1	1719	9	609	
old	kitchen_peppermill.bmp	old33	1	1	1477	8	737	
old	food_shellpasta.bmp	old25	0	2	3432	8	737	
old	sporting_fishing rod.bmp	old59	1	1	4461	9	739	
new	animal_gorilla.bmp	new15	1	2	3874	9	739	
old	musical_triangle.bmp	old49	1	1	1478	6	754	
old	sporting_americanfootball.bmp	old53	0	2	2697	6	754	
old	vegie_green capsicum.bmp	old75	0	2	3572	6	754	
old	kitchen_wooden spoon_old.bmp	old39	1	1	2491	9	631	
old	musical_harp_new.bmp	old43	1	1	1356	6	485	
new	animal_horse.bmp	new20	1	2	1998	6	485	
new	sporting_basketball_new.bmp	new14	0	1	2230	9	620	
old	kitchen_apron.bmp	old27	1	1	1408	5	511	
new	animal_giraffe.bmp	new03	1	2	2097	5	511	
old	musical_accordion_old.bmp	old41	1	1	1212	5	538	
old	musical_xylophone_old.bmp	old52	0	2	2051	5	538	
old	animal_monarch_old.bmp	old08	1	1	19726	9	6510	
old	musical_harmonica_new.bmp	old47	1	1	1393	9	512	
old	musical_clarinet_new.bmp	old44	1	1	1578	5	634	
old	fruit_green grapes.bmp	old68	0	2	3415	5	634	
new	animal_ostrich.bmp	new26	1	2	1501	5	634	
new	food_drink.bmp	new05	1	2	1838	5	634	
old	animal_farm pig.bmp	old05	1	1	1330	6	2148	
new	kitchen_baking spatula.bmp	new01	1	2	2076	6	2148	
new	kitchen_toaster_old.bmp	new30	1	2	1200	6	2148	
old	food_pickle01a.bmp	old22	1	1	1279	9	595	
old	sporting_boxing_gloves.bmp	old56	1	1	1823	9	445	
old	food_candy.bmp	old16	1	1	2440	5	470	
old	animal_sheep.bmp	old11	1	1	7192	8	457	
new	vegie_pumpkin.bmp	new21	1	2	3093	8	457	
new	musical_tambourine_new.bmp	new06	1	2	2393	8	457	
old	animal_cheetah.bmp	old02	1	1	1712	5	371	
new	musical_bagpipes.bmp	new35	1	2	1360	5	371	
old	kitchen_ladle.bmp	old31	0	2	3662	5	371	
old	musical_acoustic guitar_new.bmp	old42	1	1	1756	5	1733	
old	kitchen_cookie cutter.bmp	old30	1	1	1813	5	795	
new	sporting_windsurf.bmp	new31	1	2	3881	5	795	
old	kitchen_big cooking pot.bmp	old28	1	1	3085	9	545	
new	fruit_granny smith apple.bmp	new16	1	2	1673	9	545	
old	food_croissant01.bmp	old19	1	1	1516	5	295	
new	kitchen_ramekin.bmp	new13	1	2	1199	5	295	
new	fruit_apricot_new.bmp	new04	1	2	2030	5	295	
new	vegie_cucumber.bmp	new33	0	1	1308	9	367	
old	food_rawchicken.bmp	old23	1	1	1238	8	427	
old	kitchen_plate.bmp	old35	0	2	3040	8	427	
old	musical_drums_old.bmp	old46	1	1	1148	8	317	
old	animal_siamese cat.bmp	old12	1	1	1215	8	701	
new	musical_french horn_old.bmp	new12	0	1	1456	6	1084	
new	sporting_flippers.bmp	new02	1	2	2324	6	1084	
old	sporting_soccer ball_new.bmp	old65	1	1	1741	9	654	
new	musical_bongo drum.bmp	new23	1	2	1970	9	654	
old	food_softcheese.bmp	old24	1	1	1376	5	472	
old	sporting_hockey stick_old.bmp	old58	1	1	1276	5	496	
old	musical_tuba.bmp	old50	1	1	1480	6	644	
old	kitchen_white strainer.bmp	old38	1	1	1790	6	1093	
old	vegie_radish.bmp	old77	1	1	1871	6	707	
old	vegie_corn02.bmp	old73	1	1	1091	9	534	
old	sporting_skipping rope.bmp	old63	1	1	1272	5	299	
new	animal_pigeon.bmp	new32	1	2	2478	5	299	
new	sporting_golf ball.bmp	new19	1	2	3955	5	299	
old	fruit_lemon_new.bmp	old69	1	1	1354	9	1010	
new	kitchen_garlic press.bmp	new07	1	2	1359	9	1010	
old	fruit_watermelon_old.bmp	old71	1	1	1621	5	531	
new	fruit_rasberry.bmp	new10	1	2	2693	5	531	
old	sporting_mini-trampoline.bmp	old61	1	1	1393	9	488	
old	vegie_carrot.bmp	old78	1	1	2185	6	521	
new	sporting_baseball bat_new.bmp	new08	1	2	1570	6	521	
old	musical_piano_old.bmp	old48	1	1	1224	8	454	
new	fruit_cherry.bmp	old67	1	1	1034	6	296	
old	food_toast.bmp	old26	1	1	1664	6	357	
new	vegie_snowpea01.bmp	new27	1	2	1709	6	357	
old	kitchen_pitcher.bmp	old34	1	1	1830	6	2532	
old	food_frenchfries.bmp	old20	1	1	1341	9	381	
old	vegie_cauliflower.bmp	old72	1	1	1115	8	334	
new	food_bread.bmp	new28	1	2	3461	8	334	
old	food_pecan02.bmp	old21	1	1	3057	5	910	
